,YEAR,JOB_TITLE,BRANCH,JOB_LOCATION,LOC_STATE,LOC_REGION
3230,2012,Land surveyor,CIV,Raipur,Chattisgarh,Central
3231,2014,Manufacturing engineer,MEC,Kanpur,Uttar Pradesh,North
3232,2019,AI engineer,CSE/IT,Roorkee,Uttarakhand,North
3233,2020,Management consultant,MEC,Panipat,Haryana,West
3234,2021,Electrical design engineer,EEE,Silchar,Seven Sisters,East
3235,2015,Instrumentation engineer,ECE,Rourkela,Orissa,Central
3236,2013,Communication engineer,ECE,Bhubaneswar,Orissa,Central
3237,2020,Urban planning engineer,CIV,Gwalior,Madhya Pradesh,Central
3238,2016,Telecommunication engineer,EEE,Howrah,West Bengal,East
3239,2011,Network planning engineer,ECE,Mumbai,Maharashtra,Central
3240,2014,AI engineer,CSE/IT,Imphal,Seven Sisters,East
3241,2019,Structural engineer,MEC,Panipat,Haryana,West
3242,2017,Embedded system engineer,ECE,Jodhpur,Rajasthan,West
3243,2019,Database administrator,CSE/IT,Vadodara,Gujarat,West
3244,2013,Geotechnical engineer,CIV,Durgapur,West Bengal,East
3245,2017,Electrical project manager,EEE,Patna,Bihar,Central
3246,2014,Database administrator,CSE/IT,Kochi,Kerala,South
3247,2014,Telecommunication engineer,EEE,Madurai,Tamil Nadu,South
3248,2017,Production engineer,MEC,Roorkee,Uttarakhand,North
3249,2014,Broadcast engineer,EEE,Hyderabad,Telangana,South
3250,2013,Electronics engineer,ECE,Dharwad,Karnataka,South
3251,2021,Software analyst,ECE,Silchar,Seven Sisters,East
3252,2015,Process design engineer,CHEM,Gwalior,Madhya Pradesh,Central
3253,2016,Hardware engineer,EEE,Roorkee,Uttarakhand,North
3254,2011,Microelectrical engineer,EEE,Udaipur,Rajasthan,West
3255,2011,Electronics design engineer,ECE,Kanpur,Uttar Pradesh,North
3256,2011,Web developer,CSE/IT,Surat,Gujarat,West
3257,2011,Construction manager,CIV,Jamshedpur,Jharkhnad,Central
3258,2017,Electrical engineer,EEE,Ranchi,Jharkhnad,Central
3259,2020,Embedded system engineer,ECE,Nellore,Andhra Pradesh,South
3260,2018,Drafter,CIV,Chennai,Tamil Nadu,South
3261,2015,System architect,CSE/IT,Aizawal,Seven Sisters,East
3262,2011,Field test engineer,ECE,Kohina,Seven Sisters,East
3263,2019,Database administrator,CSE/IT,Jalandhar,Punjab,North
3264,2011,Process design engineer,CHEM,Vadodara,Gujarat,West
3265,2017,Substation technician,EEE,Indore,Madhya Pradesh,Central
3266,2011,Land surveyor,CIV,Raipur,Chattisgarh,Central
3267,2014,Urban planning engineer,CIV,Panipat,Haryana,West
3268,2013,Engineering management,CIV,Mysore,Karnataka,South
3269,2013,Geotechnical engineer,CIV,Imphal,Seven Sisters,East
3270,2016,Field test engineer,ECE,Panaji,Goa,South
3271,2013,Electrical project manager,EEE,Madurai,Tamil Nadu,South
3272,2020,Geotechnical engineer,CIV,Jamshedpur,Jharkhnad,Central
3273,2020,Telecom engineer,ECE,Aizawal,Seven Sisters,East
3274,2020,Electrical engineer,EEE,Khammam,Telangana,South
3275,2021,Automation engineer,MEC,Chandigarh,Punjab,North
3276,2011,Management consultant,MEC,Dispur,Seven Sisters,East
3277,2013,Electrical engineer,EEE,Raipur,Chattisgarh,Central
3278,2011,Information security analyst,CSE/IT,Khammam,Telangana,South
3279,2021,AI engineer,CSE/IT,Chennai,Tamil Nadu,South
3280,2021,Quality engineer,MEC,Vellore,Tamil Nadu,South
3281,2015,Software analyst,ECE,Amritsar,Punjab,North
3282,2013,Structural engineer,MEC,Amritsar,Punjab,North
3283,2012,Instrumentation engineer,ECE,Bhopal,Madhya Pradesh,Central
3284,2019,Construction engineer,MEC,Vellore,Tamil Nadu,South
3285,2014,Product engineer,CHEM,Chennai,Tamil Nadu,South
3286,2014,Engineering management,CIV,Dharwad,Karnataka,South
3287,2014,Substation technician,EEE,Itanagar,Seven Sisters,East
3288,2013,Embedded system engineer,ECE,Vadodara,Gujarat,West
3289,2018,Urban planning engineer,CIV,Pune,Maharashtra,Central
3290,2013,Systems engineer,EEE,Nagpur,Maharashtra,Central
3291,2014,Construction engineer,MEC,Hyderabad,Telangana,South
3292,2015,Electrical engineer,EEE,Khammam,Telangana,South
3293,2014,Geotechnical engineer,CIV,Warangal,Telangana,South
3294,2020,AI engineer,CSE/IT,Ahmedabad,Gujarat,West
3295,2013,Geotechnical engineer,CIV,Warangal,Telangana,South
3296,2015,Drafter,CIV,Shimla,Himachal Pradesh,North
3297,2013,Engineering management,CIV,Jaipur,Rajasthan,West
3298,2016,Electronics engineer,ECE,Mumbai,Maharashtra,Central
3299,2016,AI engineer,CSE/IT,Kolkata,West Bengal,East
3300,2020,Embedded system engineer,ECE,Allahabad,Uttar Pradesh,North
3301,2014,Service engineer,ECE,Haridwar,Uttarakhand,North
3302,2021,Product designer,MEC,Jaipur,Rajasthan,West
3303,2016,Plant process engineer,CHEM,Kanpur,Uttar Pradesh,North
3304,2015,Instrumentation engineer,ECE,Gurgaon,Haryana,West
3305,2021,Environmental engineer,CIV,Guwahati,Seven Sisters,East
3306,2018,Process design engineer,CHEM,Madurai,Tamil Nadu,South
3307,2016,Automation engineer,MEC,Madurai,Tamil Nadu,South
3308,2013,Communication engineer,ECE,Silchar,Seven Sisters,East
3309,2017,Hardware engineer,EEE,Noida,Uttar Pradesh,North
3310,2015,Urban planning engineer,CIV,Raigarh,Chattisgarh,Central
3311,2017,Chemical engineer,CHEM,Vadodara,Gujarat,West
3312,2011,Quality engineer,MEC,Mysore,Karnataka,South
3313,2017,Service engineer,ECE,Jaipur,Rajasthan,West
3314,2011,Public health engineer,CIV,Bengaluru,Karnataka,South
3315,2014,Environmental waste management,CHEM,Srinagar,Jammu and Kashmir,North
3316,2017,Communication engineer,ECE,Kochi,Kerala,South
3317,2013,Manufacturing engineer,MEC,Nellore,Andhra Pradesh,South
3318,2017,Information security analyst,CSE/IT,Kolkata,West Bengal,East
3319,2013,Computer network architect,CSE/IT,Lucknow,Uttar Pradesh,North
3320,2019,Field test engineer,ECE,Ahmedabad,Gujarat,West
3321,2014,Controls engineer,EEE,Bilaspur,Himachal Pradesh,North
3322,2019,Process design engineer,CHEM,Bhubaneswar,Orissa,Central
3323,2017,Material engineer,CHEM,Kochi,Kerala,South
3324,2016,Information security analyst,CSE/IT,Ranchi,Jharkhnad,Central
3325,2017,Material engineer,CHEM,Ahmedabad,Gujarat,West
3326,2015,Electrical project manager,EEE,Chennai,Tamil Nadu,South
3327,2021,Urban planning engineer,CIV,Vellore,Tamil Nadu,South
3328,2015,Land surveyor,CIV,Srinagar,Jammu and Kashmir,North
3329,2020,Software developer,CSE/IT,Vadodara,Gujarat,West
3330,2021,Management consultant,MEC,Kochi,Kerala,South
3331,2019,Electrical engineer,EEE,Shillong,Seven Sisters,East
3332,2017,Thermal engineer,MEC,Jodhpur,Rajasthan,West
3333,2015,Field test engineer,ECE,Warangal,Telangana,South
3334,2012,Software analyst,ECE,Imphal,Seven Sisters,East
3335,2011,Process design engineer,CHEM,Bilaspur,Himachal Pradesh,North
3336,2017,Chemical engineer,CHEM,Kanpur,Uttar Pradesh,North
3337,2014,Land surveyor,CIV,Haridwar,Uttarakhand,North
3338,2016,Embedded system engineer,ECE,Jaipur,Rajasthan,West
3339,2011,Product engineer,CHEM,Nellore,Andhra Pradesh,South
3340,2020,App developer,CSE/IT,Mysore,Karnataka,South
3341,2020,Microelectrical engineer,EEE,Vadodara,Gujarat,West
3342,2020,Process design engineer,CHEM,Bengaluru,Karnataka,South
3343,2019,Electrical engineer,EEE,Dharwad,Karnataka,South
3344,2017,Process safety engineer,CHEM,Madurai,Tamil Nadu,South
3345,2015,Information security analyst,CSE/IT,Jamshedpur,Jharkhnad,Central
3346,2016,Product engineer,CHEM,Gangtok,Seven Sisters,East
3347,2019,Systems engineer,EEE,Patna,Bihar,Central
3348,2019,Service engineer,ECE,Bilaspur,Himachal Pradesh,North
3349,2016,Thermal engineer,MEC,Udaipur,Rajasthan,West
3350,2014,Public health engineer,CIV,Imphal,Seven Sisters,East
3351,2012,AI engineer,CSE/IT,Bilaspur,Himachal Pradesh,North
3352,2015,Environmental waste management,CHEM,Guwahati,Seven Sisters,East
3353,2016,Structural engineer,MEC,Dehradun,Uttarakhand,North
3354,2011,Computer network architect,CSE/IT,Durgapur,West Bengal,East
3355,2018,Network planning engineer,ECE,Srinagar,Jammu and Kashmir,North
3356,2014,Transportation engineer,CIV,Vadodara,Gujarat,West
3357,2019,Thermal engineer,MEC,Silchar,Seven Sisters,East
3358,2015,Electronics design engineer,ECE,Panaji,Goa,South
3359,2011,Telecom engineer,ECE,Hyderabad,Telangana,South
3360,2015,Field test engineer,ECE,Indore,Madhya Pradesh,Central
3361,2016,Chemical plant director,CHEM,Bengaluru,Karnataka,South
3362,2018,Manufacturing engineer,MEC,Jamshedpur,Jharkhnad,Central
3363,2020,Chemical engineer,CHEM,Dehradun,Uttarakhand,North
3364,2011,Construction manager,CIV,Jalandhar,Punjab,North
3365,2020,Chemical engineer,CHEM,Patna,Bihar,Central
3366,2019,Production engineer,MEC,Puri,Orissa,Central
3367,2014,Controls engineer,EEE,Gandhinagar,Gujarat,West
3368,2013,Construction manager,CIV,Jodhpur,Rajasthan,West
3369,2012,System architect,CSE/IT,Raipur,Chattisgarh,Central
3370,2019,Computer network architect,CSE/IT,Pune,Maharashtra,Central
3371,2011,Petroleum engineer,CHEM,Vellore,Tamil Nadu,South
3372,2019,Computer network architect,CSE/IT,Srinagar,Jammu and Kashmir,North
3373,2017,Service engineer,ECE,Jaipur,Rajasthan,West
3374,2017,Electrical design engineer,EEE,Madurai,Tamil Nadu,South
3375,2012,Systems engineer,EEE,Guwahati,Seven Sisters,East
3376,2019,Urban planning engineer,CIV,Bhopal,Madhya Pradesh,Central
3377,2014,Environmental engineer,CIV,Vijayawada,Andhra Pradesh,South
3378,2013,Network planning engineer,ECE,Nellore,Andhra Pradesh,South
3379,2012,Electronics engineer,ECE,Gaya,Bihar,Central
3380,2015,Environmental engineer,CIV,Durgapur,West Bengal,East
3381,2014,Electrical engineer,EEE,Silchar,Seven Sisters,East
3382,2018,Construction manager,CIV,Guwahati,Seven Sisters,East
3383,2019,Chemical engineer,CHEM,Madurai,Tamil Nadu,South
3384,2016,Controls engineer,EEE,Chennai,Tamil Nadu,South
3385,2016,IT project manager,CSE/IT,Aizawal,Seven Sisters,East
3386,2019,Electrical design engineer,EEE,Ahmedabad,Gujarat,West
3387,2018,Instrumentation engineer,ECE,Howrah,West Bengal,East
3388,2015,Instrumentation engineer,ECE,Jalandhar,Punjab,North
3389,2011,Controls engineer,EEE,Dehradun,Uttarakhand,North
3390,2013,Chemical engineer,CHEM,Allahabad,Uttar Pradesh,North
3391,2011,Chemical engineer,CHEM,Jalandhar,Punjab,North
3392,2012,Public health engineer,CIV,Indore,Madhya Pradesh,Central
3393,2018,System architect,CSE/IT,Chennai,Tamil Nadu,South
3394,2011,Construction engineer,MEC,Jaipur,Rajasthan,West
3395,2019,Management consultant,MEC,Allahabad,Uttar Pradesh,North
3396,2020,Electrical project manager,EEE,Jamshedpur,Jharkhnad,Central
3397,2018,Drafter,CIV,Nagpur,Maharashtra,Central
3398,2017,Manufacturing engineer,MEC,Bilaspur,Himachal Pradesh,North
3399,2016,Management consultant,MEC,Patna,Bihar,Central
3400,2021,Software developer,CSE/IT,Jamshedpur,Jharkhnad,Central
3401,2018,Computer network architect,CSE/IT,Bhubaneswar,Orissa,Central
3402,2011,Petroleum engineer,CHEM,Bhopal,Madhya Pradesh,Central
3403,2020,Field test engineer,ECE,Gurgaon,Haryana,West
3404,2016,Microelectrical engineer,EEE,Kohina,Seven Sisters,East
3405,2011,Manufacturing engineer,MEC,Chandigarh,Punjab,North
3406,2021,Database administrator,CSE/IT,Howrah,West Bengal,East
3407,2018,Embedded system engineer,ECE,Shillong,Seven Sisters,East
3408,2012,Database administrator,CSE/IT,Aizawal,Seven Sisters,East
3409,2017,UX designer,CSE/IT,Vadodara,Gujarat,West
3410,2012,Systems engineer,EEE,Lucknow,Uttar Pradesh,North
3411,2014,Environmental engineer,CIV,Noida,Uttar Pradesh,North
3412,2020,Product engineer,CHEM,Raigarh,Chattisgarh,Central
3413,2020,Manufacturing engineer,MEC,Raigarh,Chattisgarh,Central
3414,2019,Process design engineer,CHEM,Kochi,Kerala,South
3415,2014,Electrical engineer,EEE,Jamshedpur,Jharkhnad,Central
3416,2020,Quality engineer,MEC,Gurgaon,Haryana,West
3417,2018,Systems engineer,EEE,Jaipur,Rajasthan,West
3418,2019,Database administrator,CSE/IT,Imphal,Seven Sisters,East
3419,2021,Environmental engineer,CIV,Indore,Madhya Pradesh,Central
3420,2017,Plant process engineer,CHEM,Gandhinagar,Gujarat,West
3421,2019,Transportation engineer,CIV,Srinagar,Jammu and Kashmir,North
3422,2015,Broadcast engineer,EEE,Chandigarh,Punjab,North
3423,2020,Process safety engineer,CHEM,Pune,Maharashtra,Central
3424,2014,Construction engineer,MEC,Patna,Bihar,Central
3425,2011,Quality engineer,MEC,Jodhpur,Rajasthan,West
3426,2015,Aerospace engineer,MEC,Warangal,Telangana,South
3427,2016,Information security analyst,CSE/IT,Gandhinagar,Gujarat,West
3428,2016,Systems engineer,EEE,Gandhinagar,Gujarat,West
3429,2013,Communication engineer,ECE,Puri,Orissa,Central
3430,2018,System architect,CSE/IT,Dhanbad,Jharkhnad,Central
3431,2011,Material engineer,CHEM,Jalandhar,Punjab,North
3432,2011,Plant process engineer,CHEM,Bhubaneswar,Orissa,Central
3433,2014,Management consultant,MEC,Howrah,West Bengal,East
3434,2013,Broadcast engineer,EEE,Jaipur,Rajasthan,West
3435,2018,Substation technician,EEE,Rourkela,Orissa,Central
3436,2011,Management consultant,MEC,Dharwad,Karnataka,South
3437,2018,Substation technician,EEE,Nellore,Andhra Pradesh,South
3438,2020,Petroleum engineer,CHEM,Warangal,Telangana,South
3439,2011,Telecommunication engineer,EEE,Raigarh,Chattisgarh,Central
3440,2016,Chemical plant director,CHEM,Visakhapatnam,Andhra Pradesh,South
3441,2017,Microelectrical engineer,EEE,Ahmedabad,Gujarat,West
3442,2018,Land surveyor,CIV,Jamshedpur,Jharkhnad,Central
3443,2018,Electrical design engineer,EEE,Shillong,Seven Sisters,East
3444,2014,Petroleum engineer,CHEM,Lucknow,Uttar Pradesh,North
3445,2013,Communication engineer,ECE,Vellore,Tamil Nadu,South
3446,2011,Instrumentation engineer,ECE,Nellore,Andhra Pradesh,South
3447,2015,Chemical engineer,CHEM,Amritsar,Punjab,North
3448,2020,Automation engineer,MEC,Vellore,Tamil Nadu,South
3449,2020,Transportation engineer,CIV,Vijayawada,Andhra Pradesh,South
3450,2011,Transportation engineer,CIV,Ranchi,Jharkhnad,Central
3451,2011,Geotechnical engineer,CIV,Surat,Gujarat,West
3452,2014,Transportation engineer,CIV,Warangal,Telangana,South
3453,2011,Construction manager,CIV,Haridwar,Uttarakhand,North
3454,2016,Product designer,MEC,Vadodara,Gujarat,West
3455,2021,Chemical plant director,CHEM,Aizawal,Seven Sisters,East
3456,2016,Production engineer,MEC,Kolkata,West Bengal,East
3457,2021,App developer,CSE/IT,Jalandhar,Punjab,North
3458,2011,Production engineer,MEC,Shillong,Seven Sisters,East
3459,2020,Instrumentation engineer,ECE,Ahmedabad,Gujarat,West
3460,2019,Network planning engineer,ECE,Gwalior,Madhya Pradesh,Central
3461,2015,Electronics design engineer,ECE,Howrah,West Bengal,East
3462,2011,Telecommunication engineer,EEE,Jalandhar,Punjab,North
3463,2020,Database administrator,CSE/IT,Nagpur,Maharashtra,Central
3464,2011,Thermal engineer,MEC,Hyderabad,Telangana,South
3465,2011,Chemical engineer,CHEM,Puri,Orissa,Central
3466,2018,Electrical engineer,EEE,Hyderabad,Telangana,South
3467,2012,Computer network architect,CSE/IT,Durgapur,West Bengal,East
3468,2015,IT project manager,CSE/IT,Mysore,Karnataka,South
3469,2016,Production engineer,MEC,Jalandhar,Punjab,North
3470,2018,Service engineer,ECE,Jammu,Jammu and Kashmir,North
3471,2019,Structural engineer,MEC,Srinagar,Jammu and Kashmir,North
3472,2016,Process safety engineer,CHEM,Haridwar,Uttarakhand,North
3473,2011,Software developer,CSE/IT,Bilaspur,Himachal Pradesh,North
3474,2016,Computer network architect,CSE/IT,Kolkata,West Bengal,East
3475,2016,Instrumentation engineer,ECE,Noida,Uttar Pradesh,North
3476,2014,Public health engineer,CIV,Shimla,Himachal Pradesh,North
3477,2014,Computer network architect,CSE/IT,Tirupathi,Andhra Pradesh,South
3478,2019,Aerospace engineer,MEC,Dhanbad,Jharkhnad,Central
3479,2012,Construction manager,CIV,Patna,Bihar,Central
3480,2020,Urban planning engineer,CIV,Allahabad,Uttar Pradesh,North
3481,2019,Electrical project manager,EEE,Dhanbad,Jharkhnad,Central
3482,2020,Systems engineer,EEE,Gurgaon,Haryana,West
3483,2021,Manufacturing engineer,MEC,Kochi,Kerala,South
3484,2016,Construction manager,CIV,Silchar,Seven Sisters,East
3485,2013,Environmental engineer,CIV,Bhubaneswar,Orissa,Central
3486,2013,Microelectrical engineer,EEE,Srinagar,Jammu and Kashmir,North
3487,2011,Construction manager,CIV,Ahmedabad,Gujarat,West
3488,2019,Production engineer,MEC,Ranchi,Jharkhnad,Central
3489,2015,Quality engineer,MEC,Khammam,Telangana,South
3490,2015,Construction engineer,MEC,Dharwad,Karnataka,South
3491,2015,Controls engineer,EEE,Patna,Bihar,Central
3492,2017,Service engineer,ECE,Dharwad,Karnataka,South
3493,2013,Management consultant,MEC,Kohina,Seven Sisters,East
3494,2020,Engineering management,CIV,Silchar,Seven Sisters,East
3495,2012,Petroleum engineer,CHEM,Dharwad,Karnataka,South
3496,2021,Broadcast engineer,EEE,Jaipur,Rajasthan,West
3497,2019,Computer network architect,CSE/IT,Bengaluru,Karnataka,South
3498,2018,Communication engineer,ECE,Mumbai,Maharashtra,Central
3499,2015,Web developer,CSE/IT,Ranchi,Jharkhnad,Central
3500,2014,Systems engineer,EEE,Visakhapatnam,Andhra Pradesh,South
3501,2011,Environmental engineer,CIV,Bhubaneswar,Orissa,Central
3502,2021,Electrical design engineer,EEE,Kohina,Seven Sisters,East
3503,2016,AI engineer,CSE/IT,Dharwad,Karnataka,South
3504,2019,Drafter,CIV,Ahmedabad,Gujarat,West
3505,2017,Transportation engineer,CIV,Dehradun,Uttarakhand,North
3506,2021,Controls engineer,EEE,Roorkee,Uttarakhand,North
3507,2021,Database administrator,CSE/IT,Madurai,Tamil Nadu,South
3508,2016,Electronics design engineer,ECE,Dehradun,Uttarakhand,North
3509,2016,Automation engineer,MEC,Raigarh,Chattisgarh,Central
3510,2019,Telecommunication engineer,EEE,Puri,Orissa,Central
3511,2020,Database administrator,CSE/IT,Jaipur,Rajasthan,West
3512,2021,Software developer,CSE/IT,Dharwad,Karnataka,South
3513,2013,Telecommunication engineer,EEE,Imphal,Seven Sisters,East
3514,2013,Management consultant,MEC,Patna,Bihar,Central
3515,2018,AI engineer,CSE/IT,Khammam,Telangana,South
3516,2019,Land surveyor,CIV,Mumbai,Maharashtra,Central
3517,2012,Structural engineer,MEC,Gwalior,Madhya Pradesh,Central
3518,2019,Aerospace engineer,MEC,Rourkela,Orissa,Central
3519,2015,Automation engineer,MEC,Vijayawada,Andhra Pradesh,South
3520,2011,Electrical project manager,EEE,Vadodara,Gujarat,West
3521,2015,Electrical design engineer,EEE,Mysore,Karnataka,South
3522,2011,Communication engineer,ECE,Kanpur,Uttar Pradesh,North
3523,2013,Systems engineer,EEE,Jaipur,Rajasthan,West
3524,2016,Process safety engineer,CHEM,Ahmedabad,Gujarat,West
3525,2013,Construction engineer,MEC,Panipat,Haryana,West
3526,2015,Petroleum engineer,CHEM,Madurai,Tamil Nadu,South
3527,2015,App developer,CSE/IT,Mysore,Karnataka,South
3528,2013,Environmental engineer,CIV,Tirupathi,Andhra Pradesh,South
3529,2020,Electrical engineer,EEE,Indore,Madhya Pradesh,Central
3530,2013,technician,CHEM,Silchar,Seven Sisters,East
3531,2018,Microelectrical engineer,EEE,Srinagar,Jammu and Kashmir,North
3532,2020,Web developer,CSE/IT,Patna,Bihar,Central
3533,2012,Geotechnical engineer,CIV,Ranchi,Jharkhnad,Central
3534,2015,System architect,CSE/IT,Patna,Bihar,Central
3535,2011,Electronics design engineer,ECE,Gangtok,Seven Sisters,East
3536,2019,Microelectrical engineer,EEE,Chennai,Tamil Nadu,South
3537,2013,Architect,CIV,Mumbai,Maharashtra,Central
